,0
#N/A,2600
#N/A,1800
#N/A,1800
#N/A,1300
#N/A,800
#N/A,1300
#N/A,1300
#N/A,2000
#N/A,2100
#N/A,2300
#N/A,1700
#N/A,4100
#N/A,2700
#N/A,1100
#N/A,1600
#N/A,2300
#N/A,2300
#N/A,2400
#N/A,2900
#N/A,2900
#N/A,2000
#N/A,2100
#N/A,1600
#N/A,2400
#N/A,3500
#N/A,2100
#N/A,1700
#N/A,800
#N/A,1100
#N/A,1800
#N/A,1800
#N/A,1500
#N/A,1400
#N/A,1300
#N/A,2600
#N/A,1900
#N/A,1200
#N/A,2000
#N/A,2500
#N/A,1300
#N/A,2200
#N/A,2200
#N/A,1400
#N/A,1100
#N/A,2400
#N/A,1300
#N/A,2100
#N/A,1500
#N/A,1300
#N/A,1500
#N/A,1000
#N/A,2100
#N/A,1000
#N/A,1500
#N/A,1600
#N/A,800
#N/A,2800
#N/A,1900
#N/A,900
#N/A,1400
#N/A,1500
#N/A,1400
#N/A,2600
#N/A,1800
#N/A,1900
#N/A,1600
#N/A,1500
#N/A,1900
#N/A,2400
#N/A,2400
#N/A,1000
#N/A,1600
#N/A,1500
#N/A,2300
#N/A,1900
#N/A,900
#N/A,3300
#N/A,1100
#N/A,1500
#N/A,2100
#N/A,1400
#N/A,1700
#N/A,1000
#N/A,2100
#N/A,1900
#N/A,1000
#N/A,1200
#N/A,1500
#N/A,900
#N/A,700
#N/A,2700
#N/A,2200
#N/A,2800
#N/A,1900
#N/A,1500
#N/A,1600
#N/A,2900
#N/A,1700
#N/A,1600
1804,2000
1794,1600
1794,1800
1798,2200
1792,700
1803,1900
1805,1500
1810,1800
1811,2100
1804,1400
1793,1200
1787,1100
1771,2500
1756,1200
1752,700
1744,800
1735,1400
1728,1600
1730,2600
1719,1800
1708,1800
1706,1800
1699,1400
1708,2500
1714,3000
1700,2100
1705,2600
1710,2200
1723,2100
1724,1200
1726,2000
1730,2200
1733,1800
1722,300
1722,1300
1707,1100
1706,1800
1709,1500
1702,1300
1695,1800
1697,1500
1694,1900
1701,2900
1701,1400
1714,2400
1715,2500
1716,1400
1705,1000
1707,1700
1703,900
1706,1800
1708,1200
1718,3100
1728,2000
1725,1200
1730,2100
1733,1100
1725,2000
1719,1300
1712,200
1710,1200
1715,2000
1729,2800
1716,1300
1723,2500
1728,2400
1740,2800
1754,2900
1750,1500
1734,800
1720,1000
1721,1100
1720,1500
1710,500
1696,900
1695,1800
1701,1500
1680,1200
1686,1700
1694,2300
1690,1700
1704,2800
1716,2900
1726,2000
1718,1300
1715,1600
1712,700
1704,400
1712,2300
1724,2100
1739,2200
1718,600
1707,1100
1698,1900
1690,1100
1690,1500
1686,1200
1663,600
1670,2400
1684,3000
1689,2500
1697,2400
1699,2000
1714,3700
1724,1700
1730,2500
1771,5600
1774,2100
1769,1600
1786,3100
1786,1200
1782,700
1774,1700
1779,1700
1779,700
1785,1400
1787,1600
1787,1600
1779,1800
1765,400
1764,1700
1765,1900
1772,2100
1776,2900
1762,1600
1758,1700
1741,900
1735,1600
1731,1700
1728,900
1729,2100
1728,2100
1734,2400
1745,1400
1755,2300
1762,1800
1749,500
1742,800
1745,1600
1746,1900
1742,1100
1743,2000
1747,3300
1753,2000
1747,1800
1750,2800
1752,1600
1755,1300
1763,2500
1755,100
1758,2100
1775,2900
1770,2600
1766,1600
1781,2700
1779,1900
1792,2400
1802,3000
1815,2600
1837,2400
1845,2000
1849,2400
1846,2500
1866,3300
1851,1000
1852,2500
1836,1200
1817,1000
1805,300
1801,400
1799,800
1805,1700
1807,1700
1823,2100
1839,2500
1839,1800
1851,2700
1864,2500
1856,900
1846,1300
1839,1000
1846,3500
1827,1000
1821,1400
1817,900
1810,900
1811,800
1816,900
1801,800
1794,1400
1780,800
1776,200
1765,0
1748,200
1741,400
1733,700
1729,800
1739,1600
1747,3200
1742,2500
1740,2300
1750,3400
1760,3000
1753,3000
1768,3200
1760,1700
1716,1200
1722,2700
1731,2500
1705,500
1702,900
1703,800
1701,1500
1700,1600
1702,900
1696,800
1696,1600
1695,1500
1692,1500
1697,900
1697,1700
1697,1900
1705,2900
1691,1500
1710,3500
1718,2500
1718,900
1717,1500
1724,2400
1747,3200
1757,3100
1763,2700
1767,2800
1768,1500
1766,2100
1787,3900
1812,3000
1836,3200
1860,4000
1875,3400
1877,1300
1865,800
1838,600
1831,1300
1833,2000
1827,2200
1845,3400
1856,2400
1867,3600
1905,3900
1922,3800
1927,3400
1925,2400
1917,800
1907,1700
1916,2800
1920,2800
1920,3000
1925,3100
1922,2100
1933,3100
1924,1500
1926,2700
1917,2400
1930,2300
1915,1000
1919,1600
1942,3300
1973,3400
1996,2700
2010,2200
2021,2800
2043,3900
2055,3300
2071,4100
2090,3700
2084,2100
2080,2100
2082,1100
2089,2000
2098,1900
2082,1900
2097,2500
2089,600
2089,900
2099,1900
2132,4100
2149,2600
2165,2400
2184,3300
2196,2000
2209,1500
2217,800
2233,1800
2258,2900
2294,4300
2316,3000
2336,3600
2329,2500
2333,2900
2334,2400
2337,3700
2359,5200
2363,3400
2375,4400
2394,3600
2390,800
2365,200
2371,3100
2379,1300
2394,2400
2417,3100
2423,2100
2432,2500
2450,2700
2474,3200
2470,1200
2471,1600
2471,1500
2481,1900
2489,2500
2497,2700
2503,3500
2516,2800
2509,2800
2519,3500
2538,2800
2558,3500
2559,2500
2545,1800
2531,1700
2542,3800
2546,3200
2565,3400
2574,3000
2565,3000
2561,2600
2557,2800
2543,2600
2545,3600
2562,3000
2577,2300
2599,2800
2622,3600
2632,3000
2653,4300
2645,2600
2651,3000
2646,3100
2647,4000
2642,3300
2644,3600
2656,3600
2680,3200
2691,2800
2692,2900
2701,3700
2699,2800
2682,1400
2683,2200
2666,1400
2671,2000
2658,1400
2653,1900
2659,2900
2684,3500
2696,2800
2697,3400
2695,3200
2701,3300
2721,4200
2735,4200
2720,2400
2719,3200
2714,3600
2703,2600
2719,3700
2724,2600
2749,3600
2762,3300
2772,2900
2785,3200
2798,3800
2824,3200
2847,3200
2867,3900
2842,1600
2846,3000
2851,2900
2846,2800
2870,4400
2885,3000
2912,3500
2934,4000
2941,3600
2929,3100
2926,2700
2924,3400
2928,2900
2925,2600
2940,3900
2939,3600
2919,3200
2919,3400
2905,3000
2902,3300
2920,2600
2954,3600
2944,2100
2973,4200
2985,3600
2988,3400
3005,3800
3007,2700
3004,2400
2999,2700
3019,3200
3033,3000
3036,1800
3023,600
3004,600
2985,800
2964,1400
2960,2400
2970,3800
2964,2900
2959,2300
2947,2300
2958,3600
2975,3500
2996,3800
2985,2700
2975,2200
2985,4400
2996,4100
3010,4400
3020,3600
3022,3000
3032,3600
3016,2000
3016,3000
3031,3800
3029,2600
3025,3200
3029,3400
3010,2400
3017,3300
3025,3800
3022,2800
3008,2600
3009,3400
3015,4200
3008,2900
3006,3000
3018,4000
3016,2700
3015,3600
3004,1700
3012,2200
3018,2800
3021,1700
3008,700
3002,800
2997,1400
2970,200
2940,500
2923,1100
2909,2000
2889,1200
2858,200
2822,600
2792,1200
2801,3300
2805,3600
2797,2800
2808,3700
2805,3400
2809,3000
2797,2400
2807,4300
2799,2100
2802,3500
2790,2600
2791,3300
2795,3600
2782,2600
2789,2300
2787,2800
2788,3000
2784,2400
2786,4600
2780,2400
2765,2000
2749,2400
2747,3400
2742,2600
2740,2500
2736,3000
2741,3400
2745,3000
2744,3800
2747,3900
2746,3100
2744,3200
2742,2800
2743,3400
2738,2100
2717,1500
2727,3100
2711,2600
2705,3000
2697,2600
2693,3400
2698,3200
2715,4100
2719,3100
2716,2900
2712,2600
2728,3400
2760,3800
2782,2800
2814,4000
2836,3600
2838,2600
2832,3200
2837,3400
2854,4000
2866,3500
2862,3200
2855,2800
2849,3200
2846,2400
2854,3000
2838,2800
2815,1800
2771,0
2735,0
2708,300
2696,2400
2702,2600
2704,3200
2690,2400
2694,3000
2688,2600
2688,3400
2704,4000
2715,4400
2710,3300
2708,2600
2714,3200
2716,3600
2713,3900
2706,2200
2703,2700
2689,2600
2687,2500
2684,3300
2699,3200
2699,2200
2699,2800
2712,3000
2744,3900
2772,3600
2792,3400
2814,2400
2828,1900
2841,2400
2860,3900
2863,1500
2886,2500
2918,3800
2933,2700
2930,3000
2917,2300
2919,3000
2912,3000
2930,5200
2938,3800
2932,1800
2914,2500
2919,2600
2923,3900
2927,3000
2918,2400
2914,3200
2914,2600
2912,2100
2897,1300
2880,1300
2886,3000
2855,1500
2848,1700
2836,800
2823,1100
2808,1900
2793,1100
2774,600
2753,900
2747,2800
2745,2800
2736,2900
2740,4300
2740,3100
2741,3300
2737,2400
2720,1700
2723,2400
2725,1700
2715,2100
2708,1900
2699,2100
2685,1200
2673,2200
2656,1500
2635,2000
2606,200
2577,0
2557,600
2541,1800
2521,1800
2509,1600
2483,1400
2463,1600
2453,1600
2422,100
2389,100
2349,0
2332,1800
2338,3800
2331,2100
2299,0
2275,0
2245,0
2221,400
2205,200
2207,200
2207,0
2206,200
2190,800
2180,1600
2181,3300
2170,1300
2154,1400
2145,1700
2128,1700
2097,900
2059,600
2035,900
2022,1300
2003,1300
1980,1300
1962,2100
1959,1900
1957,2500
1946,1500
1944,2300
1943,3200
1947,3600
1945,2000
1937,2000
1921,1400
1914,3200
1901,2300
1891,2400
1901,3400
1909,2700
1909,2400
1892,2200
1907,3000
1906,2400
1894,2600
1893,2600
1881,1800
1888,3000
1894,3600
1887,2300
1867,3200
1851,2200
1853,2000
1852,2400
1855,2900
1830,1400
1834,3400
1844,3400
1828,1600
1833,3100
1837,2500
1845,2100
1862,3000
1868,3600
1887,3400
1884,1400
1913,3700
1934,3200
1941,2600
1960,3000
1975,2100
2000,3400
1996,2400
2003,3500
1998,2400
1983,2800
1986,3400
1979,2600
1989,3400
2010,3800
2005,1900
2016,2800
2023,2800
2030,2600
2040,3100
2068,4000
2079,3300
2087,2300
2087,2000
2108,2300
