,0,,,
#N/A,1800,,Average,1847.476262
#N/A,1800,,,
#N/A,1800,,,
#N/A,1000,,,
#N/A,800,,,
#N/A,1600,,,
#N/A,1700,,,
#N/A,1900,,,
#N/A,2500,,,
#N/A,1300,,,
#N/A,1200,,,
#N/A,1600,,,
#N/A,2600,,,
#N/A,1800,,,
#N/A,2000,,,
#N/A,2000,,,
#N/A,1000,,,
#N/A,1400,,,
#N/A,1200,,,
#N/A,2000,,,
#N/A,1200,,,
#N/A,1200,,,
#N/A,1900,,,
#N/A,2900,,,
#N/A,700,,,
#N/A,1600,,,
#N/A,1600,,,
#N/A,1800,,,
#N/A,900,,,
#N/A,600,,,
#N/A,1300,,,
#N/A,1500,,,
#N/A,1500,,,
#N/A,2500,,,
#N/A,2100,,,
#N/A,1800,,,
#N/A,1300,,,
#N/A,1400,,,
#N/A,700,,,
#N/A,1500,,,
#N/A,1800,,,
#N/A,1700,,,
#N/A,900,,,
#N/A,1100,,,
#N/A,2400,,,
#N/A,1300,,,
#N/A,1300,,,
#N/A,1800,,,
#N/A,2500,,,
#N/A,2600,,,
#N/A,2000,,,
#N/A,1700,,,
#N/A,1000,,,
#N/A,1500,,,
#N/A,2400,,,
#N/A,1500,,,
#N/A,1200,,,
#N/A,1700,,,
#N/A,1700,,,
#N/A,1300,,,
#N/A,2100,,,
#N/A,1700,,,
#N/A,600,,,
#N/A,1000,,,
#N/A,1700,,,
#N/A,1400,,,
#N/A,1000,,,
#N/A,2000,,,
#N/A,1600,,,
#N/A,2000,,,
#N/A,1100,,,
#N/A,1000,,,
#N/A,2500,,,
#N/A,1600,,,
#N/A,3000,,,
#N/A,1200,,,
#N/A,2100,,,
#N/A,2900,,,
#N/A,1700,,,
#N/A,2200,,,
#N/A,1100,,,
#N/A,2500,,,
#N/A,2500,,,
#N/A,2900,,,
#N/A,2200,,,
#N/A,1800,,,
#N/A,1700,,,
#N/A,2500,,,
#N/A,1200,,,
#N/A,2300,,,
#N/A,1900,,,
#N/A,1400,,,
#N/A,2800,,,
#N/A,1800,,,
#N/A,2200,,,
#N/A,1100,,,
#N/A,2000,,,
#N/A,2400,,,
#N/A,2000,,,
1703,1200,,,
1699,1400,,,
1692,1100,,,
1689,1500,,,
1704,2500,,,
1712,1600,,,
1716,2000,,,
1715,1600,,,
1708,1200,,,
1695,1200,,,
1699,1700,,,
1709,2200,,,
1709,1600,,,
1708,2500,,,
1711,2100,,,
1701,1000,,,
1697,1600,,,
1706,1900,,,
1703,1100,,,
1710,1900,,,
1701,1100,,,
1705,1600,,,
1712,1900,,,
1712,1900,,,
1696,1300,,,
1712,2300,,,
1715,1900,,,
1711,1200,,,
1707,1400,,,
1712,1400,,,
1716,1000,,,
1712,900,,,
1717,2000,,,
1719,1700,,,
1708,1400,,,
1703,1600,,,
1702,1700,,,
1708,1900,,,
1708,1400,,,
1719,1800,,,
1711,700,,,
1700,700,,,
1698,1500,,,
1707,1800,,,
1724,2800,,,
1728,2800,,,
1736,2100,,,
1748,2500,,,
1746,1600,,,
1738,1700,,,
1727,1500,,,
1730,2300,,,
1730,1700,,,
1733,1300,,,
1726,800,,,
1710,800,,,
1715,2000,,,
1715,1200,,,
1723,2500,,,
1722,1600,,,
1745,3600,,,
1740,1600,,,
1739,1600,,,
1747,1400,,,
1753,1600,,,
1753,1700,,,
1756,1700,,,
1761,1500,,,
1758,1700,,,
1766,2400,,,
1762,1600,,,
1772,2100,,,
1780,1800,,,
1772,1700,,,
1780,2400,,,
1770,2000,,,
1778,2000,,,
1781,2400,,,
1788,3600,,,
1795,2400,,,
1790,1700,,,
1793,1400,,,
1786,1800,,,
1780,1900,,,
1769,1800,,,
1777,3000,,,
1776,1700,,,
1776,1700,,,
1771,2000,,,
1772,1300,,,
1759,1000,,,
1751,1100,,,
1750,1300,,,
1742,2000,,,
1743,1900,,,
1738,1700,,,
1736,900,,,
1728,1200,,,
1713,900,,,
1706,1300,,,
1717,2300,,,
1718,1500,,,
1717,1000,,,
1717,1500,,,
1708,1600,,,
1710,1800,,,
1713,2300,,,
1710,1300,,,
1711,1300,,,
1706,700,,,
1698,900,,,
1687,1100,,,
1696,2500,,,
1696,2500,,,
1697,2200,,,
1703,1600,,,
1716,2900,,,
1711,1400,,,
1714,1400,,,
1717,2200,,,
1723,1700,,,
1720,1300,,,
1722,2100,,,
1710,700,,,
1713,1600,,,
1713,2300,,,
1712,1800,,,
1732,3200,,,
1741,2300,,,
1748,2100,,,
1760,2200,,,
1772,2100,,,
1773,2100,,,
1775,1900,,,
1778,1700,,,
1770,800,,,
1768,1500,,,
1765,1600,,,
1764,1300,,,
1755,900,,,
1781,3300,,,
1794,2000,,,
1800,2100,,,
1805,2300,,,
1802,2500,,,
1795,2100,,,
1801,2700,,,
1796,2000,,,
1809,2900,,,
1815,2300,,,
1808,800,,,
1792,700,,,
1789,1400,,,
1781,500,,,
1789,1600,,,
1803,2200,,,
1789,600,,,
1798,2100,,,
1786,1300,,,
1778,800,,,
1764,2200,,,
1770,2200,,,
1771,1700,,,
1771,1400,,,
1765,1000,,,
1769,2100,,,
1768,1600,,,
1769,1600,,,
1761,900,,,
1750,1300,,,
1749,1500,,,
1736,800,,,
1732,1400,,,
1729,1400,,,
1715,1000,,,
1709,1400,,,
1700,1100,,,
1689,1300,,,
1664,1100,,,
1649,900,,,
1638,600,,,
1630,600,,,
1624,1200,,,
1607,200,,,
1616,2700,,,
1621,3500,,,
1636,3200,,,
1643,2400,,,
1646,2300,,,
1658,2500,,,
1667,1900,,,
1682,2600,,,
1707,3800,,,
1718,3100,,,
1723,2400,,,
1737,3100,,,
1747,1900,,,
1765,3000,,,
1764,800,,,
1773,2200,,,
1774,2400,,,
1774,1500,,,
1775,1100,,,
1768,800,,,
1763,1100,,,
1767,2200,,,
1766,2200,,,
1763,1000,,,
1760,1000,,,
1772,1900,,,
1784,2100,,,
1800,2700,,,
1788,1300,,,
1781,1800,,,
1793,3400,,,
1800,2300,,,
1803,3200,,,
1830,4100,,,
1850,3400,,,
1853,2500,,,
1865,2900,,,
1877,2500,,,
1879,2300,,,
1895,2300,,,
1905,2600,,,
1905,2300,,,
1905,1800,,,
1895,2200,,,
1891,1900,,,
1888,1800,,,
1889,2300,,,
1885,1700,,,
1888,2400,,,
1876,700,,,
1870,1100,,,
1864,200,,,
1855,600,,,
1842,300,,,
1839,1000,,,
1845,1500,,,
1823,1100,,,
1823,2000,,,
1807,500,,,
1791,700,,,
1771,500,,,
1758,800,,,
1745,1400,,,
1737,1200,,,
1717,900,,,
1705,1100,,,
1708,1100,,,
1708,700,,,
1707,1300,,,
1710,800,,,
1707,1300,,,
1711,2600,,,
1722,1700,,,
1717,1600,,,
1717,1300,,,
1711,200,,,
1692,300,,,
1694,2400,,,
1702,2500,,,
1718,3000,,,
1716,800,,,
1715,2000,,,
1721,2200,,,
1720,1500,,,
1730,1900,,,
1734,1700,,,
1726,700,,,
1735,1700,,,
1733,1200,,,
1726,700,,,
1719,300,,,
1711,600,,,
1706,600,,,
1724,3100,,,
1741,2800,,,
1741,900,,,
1757,2200,,,
1778,2700,,,
1794,2800,,,
1822,3000,,,
1828,3300,,,
1812,1900,,,
1803,2300,,,
1819,4000,,,
1840,4400,,,
1849,3400,,,
1863,3300,,,
1871,3400,,,
1866,3300,,,
1855,2000,,,
1868,3700,,,
1861,2400,,,
1879,3700,,,
1863,1400,,,
1865,1000,,,
1856,1300,,,
1848,1600,,,
1853,2000,,,
1862,2000,,,
1870,1600,,,
1897,3800,,,
1904,2900,,,
1901,1900,,,
1910,1900,,,
1922,2200,,,
1921,1800,,,
1921,2100,,,
1912,1800,,,
1914,1500,,,
1906,1000,,,
1893,2100,,,
1900,3000,,,
1888,2000,,,
1866,1900,,,
1861,2900,,,
1855,1900,,,
1851,2500,,,
1852,2600,,,
1844,1500,,,
1856,3500,,,
1852,2200,,,
1846,1700,,,
1853,2500,,,
1849,1800,,,
1847,1700,,,
1846,1700,,,
1840,1700,,,
1833,1000,,,
1815,600,,,
1820,1200,,,
1828,1900,,,
1862,3600,,,
1859,300,,,
1873,1700,,,
1877,1400,,,
1876,1400,,,
1882,1700,,,
1879,1700,,,
1892,1800,,,
1908,2300,,,
1922,1900,,,
1935,2100,,,
1954,3300,,,
1956,1400,,,
1982,3500,,,
2001,3000,,,
2026,3600,,,
2052,3300,,,
2071,3200,,,
2090,2700,,,
2086,900,,,
2067,700,,,
2060,1000,,,
2063,1900,,,
2091,4100,,,
2101,1200,,,
2099,100,,,
2080,500,,,
2086,3100,,,
2096,4000,,,
2121,3300,,,
2121,2000,,,
2121,2200,,,
2136,3000,,,
2145,2800,,,
2162,3400,,,
2183,2800,,,
2196,3000,,,
2220,3600,,,
2249,3600,,,
2288,4200,,,
2298,1600,,,
2300,800,,,
2297,2800,,,
2309,4000,,,
2330,3000,,,
2348,4000,,,
2356,3500,,,
2347,1900,,,
2346,2900,,,
2339,2600,,,
2360,4000,,,
2368,3100,,,
2356,2800,,,
2341,2900,,,
2317,1000,,,
2299,1500,,,
2279,1400,,,
2259,1300,,,
2265,2600,,,
2252,2400,,,
2242,1400,,,
2237,3200,,,
2255,3200,,,
2282,3700,,,
2303,3400,,,
2316,2900,,,
2319,2300,,,
2307,800,,,
2316,2500,,,
2300,2200,,,
2276,500,,,
2265,800,,,
2258,1200,,,
2238,200,,,
2221,100,,,
2223,2300,,,
2248,4300,,,
2273,4000,,,
2297,3400,,,
2316,4000,,,
2320,3400,,,
2328,2800,,,
2339,3000,,,
2345,3500,,,
2358,3200,,,
2371,3800,,,
2379,3400,,,
2393,2900,,,
2384,2600,,,
2389,2700,,,
2401,2900,,,
2410,3400,,,
2422,3000,,,
2443,3800,,,
2454,2800,,,
2472,3500,,,
2499,3700,,,
2521,2800,,,
2531,2200,,,
2545,3300,,,
2547,3800,,,
2582,3800,,,
2592,2700,,,
2606,2800,,,
2636,4400,,,
2649,3000,,,
2668,3600,,,
2686,3600,,,
2687,2400,,,
2696,2800,,,
2707,3200,,,
2702,2800,,,
2720,3200,,,
2709,2400,,,
2691,1200,,,
2673,1800,,,
2664,2400,,,
2664,3200,,,
2665,2800,,,
2697,4100,,,
2716,2600,,,
2726,2000,,,
2729,2200,,,
2719,3100,,,
2734,2700,,,
2769,3600,,,
2791,2700,,,
2794,3400,,,
2787,3300,,,
2788,3400,,,
2800,3200,,,
2810,3200,,,
2810,3000,,,
2814,3200,,,
2810,3000,,,
2804,2200,,,
2802,2800,,,
2786,2000,,,
2784,3400,,,
2770,2800,,,
2775,2100,,,
2782,1500,,,
2764,1000,,,
2732,800,,,
2722,2000,,,
2720,3800,,,
2710,2500,,,
2731,4000,,,
2727,2500,,,
2729,2800,,,
2719,3000,,,
2722,3400,,,
2722,2800,,,
2723,3000,,,
2747,3400,,,
2768,3600,,,
2791,3700,,,
2820,4200,,,
2822,2800,,,
2813,1500,,,
2815,1600,,,
2804,2100,,,
2787,1500,,,
2775,2500,,,
2773,3200,,,
2770,2600,,,
2781,3400,,,
2789,1600,,,
2786,2200,,,
2772,800,,,
2779,1200,,,
2777,600,,,
2773,800,,,
2777,600,,,
2799,2300,,,
2796,2000,,,
2786,3300,,,
2767,2100,,,
2759,2600,,,
2748,2900,,,
2724,1000,,,
2730,3400,,,
2726,2600,,,
2712,2100,,,
2695,1500,,,
2681,2400,,,
2664,1700,,,
2660,2500,,,
2666,3200,,,
2663,2400,,,
2667,3300,,,
2655,2200,,,
2636,1100,,,
2605,700,,,
2585,800,,,
2584,3400,,,
2563,1600,,,
2565,3000,,,
2585,4200,,,
2576,2400,,,
2580,4200,,,
2568,2600,,,
2578,3700,,,
2577,2700,,,
2570,3700,,,
2561,2100,,,
2546,2100,,,
2531,2100,,,
2528,2100,,,
2517,1700,,,
2503,1800,,,
2488,1300,,,
2473,1700,,,
2471,2200,,,
2480,2100,,,
2481,1900,,,
2477,2000,,,
2459,1400,,,
2444,1300,,,
2421,1800,,,
2408,1300,,,
2406,1800,,,
2401,1700,,,
2379,900,,,
2372,2000,,,
2367,3100,,,
2365,2500,,,
2353,2200,,,
2344,2400,,,
2344,3400,,,
2332,2000,,,
2313,1300,,,
2300,1700,,,
2301,3300,,,
2300,2900,,,
2310,3200,,,
2314,3200,,,
2328,3400,,,
2308,1400,,,
2301,2100,,,
2287,700,,,
2294,2200,,,
2300,1600,,,
2324,3200,,,
2333,2900,,,
2325,3000,,,
2333,3300,,,
2325,3200,,,
2333,3300,,,
2330,2500,,,
2334,3400,,,
2338,3800,,,
2340,3000,,,
2347,3700,,,
2349,3600,,,
2352,3900,,,
2343,2800,,,
2338,3700,,,
2343,3300,,,
2366,3800,,,
2376,2600,,,
2391,3600,,,
2402,2600,,,
2403,2600,,,
2414,4300,,,
2422,3400,,,
2426,3800,,,
2435,2500,,,
2446,3300,,,
2470,3200,,,
2484,2600,,,
2493,1500,,,
2491,600,,,
2485,0,,,
2462,0,,,
2459,1700,,,
2459,3300,,,
2470,3200,,,
2474,3000,,,
2472,2700,,,
2492,3000,,,
2494,3600,,,
2493,2500,,,
2505,3300,,,
2527,3700,,,
2533,3000,,,
2545,2900,,,
2544,2400,,,
2534,2200,,,
2540,3000,,,
2543,3600,,,
2547,2600,,,
2558,2200,,,
2583,3200,,,
2596,2100,,,
2589,2700,,,
2605,3200,,,
2598,2300,,,
2584,2800,,,
2580,2000,,,
2570,3200,,,
2578,3400,,,
2563,2200,,,
2542,600,,,
2528,2300,,,
2543,3600,,,
2540,1800,,,
2555,3600,,,
2568,3400,,,
2571,2000,,,
2576,2300,,,
2605,4200,,,
2611,2300,,,
2604,1500,,,
2605,2200,,,
2614,2800,,,
2613,1900,,,
2616,1700,,,
2619,1600,,,
2617,1600,,,
2630,2600,,,
2645,3300,,,
2663,3500,,,
2683,2900,,,
2696,3300,,,
2691,2600,,,
